,date,capital,strat scalar,ACB units,ACB units_adj,BCM units,BCM units_adj,BID units,BID units_adj,BVH units,BVH units_adj,CTG units,CTG units_adj,FPT units,FPT units_adj,GAS units,GAS units_adj,GVR units,GVR units_adj,HDB units,HDB units_adj,HPG units,HPG units_adj,MBB units,MBB units_adj,MSN units,MSN units_adj,MWG units,MWG units_adj,NVL units,NVL units_adj,PDR units,PDR units_adj,PLX units,PLX units_adj,POW units,POW units_adj,SAB units,SAB units_adj,SSI units,SSI units_adj,STB units,STB units_adj,TCB units,TCB units_adj,TPB units,TPB units_adj,VCB units,VCB units_adj,VHM units,VHM units_adj,VIB units,VIB units_adj,VIC units,VIC units_adj,VJC units,VJC units_adj,VNM units,VNM units_adj,VPB units,VPB units_adj,VRE units,VRE units_adj,ACB w,BCM w,BID w,BVH w,CTG w,FPT w,GAS w,GVR w,HDB w,HPG w,MBB w,MSN w,MWG w,NVL w,PDR w,PLX w,POW w,SAB w,SSI w,STB w,TCB w,TPB w,VCB w,VHM w,VIB w,VIC w,VJC w,VNM w,VPB w,VRE w,nominal,leverage,daily pnl,nominal ret,capital ret
250,2019-02-20,101846222.62003814,31.460372932508715,0.0,0.0,2396.8617575902654,2396.8617575902654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3902.5378697184988,3902.5378697184988,0.0,0.0,0.0,0.0,0.0,10.063240845831615,55.41981419917344,55.41981419917344,0.0,0.0,794.1948618275544,794.1948618275544,400.89316962606785,404.48743223831366,0.0,0.0,3630.802123855253,3630.802123855253,0.0,0.0,0.0,0.0,594.8801997176472,594.8801997176472,0.0,0.0,0.0,0.0,258.6737780291024,258.6737780291024,294.9313810007496,294.9313810007496,0.0,0.0,553.315179754543,553.315179754543,0.0,0.0,280.0361957590376,280.0361957590376,0.0,0.0,0.0,0.0,0.0,0.18173299388218472,0.0,0.0,0.0,0.0,0.0,0.1168283532099759,0.0,0.0,0.0003521513591326561,0.012980928134441766,0.0,0.06490464067220884,0.013097310423292916,0.0,0.1947139220166265,0.0,0.0,0.025961856268883535,0.0,0.0,0.03894278440332529,0.06490464067220883,0.0,0.19471392201662652,0.0,0.09086649694109236,0.0,0.0,295585743.05625564,2.902274973505983,-177054.02184356828,-0.0007131263809759356,-0.001735427610595206
251,2019-02-21,104019661.59380019,31.750957458544192,0.0,0.0,2481.0916055803254,2481.0916055803254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4148.342040320871,4148.342040320871,0.0,0.0,0.0,0.0,0.0,0.0,109.53793248462568,109.53793248462568,0.0,0.0,815.8270872486327,815.8270872486327,413.230269962392,413.230269962392,0.0,0.0,3765.2875367091756,3765.2875367091756,0.0,0.0,0.0,0.0,1216.9404801879878,1216.9404801879878,0.0,0.0,0.0,0.0,349.59693931072235,349.59693931072235,341.04183543175657,341.04183543175657,0.0,0.0,561.1904579245282,561.1904579245282,0.0,0.0,277.963149033391,280.0361957590376,0.0,0.0,0.0,0.0,0.0,0.17062307880526223,0.0,0.0,0.0,0.0,0.0,0.10968626494624,0.0,0.0,0.0,0.024374725543608887,0.0,0.060936813859022214,0.012187362771804443,0.0,0.18281044157706666,0.0,0.0,0.048749451087217774,0.0,0.0,0.048749451087217774,0.07312417663082667,0.0,0.18281044157706666,0.0,0.08594779211466684,0.0,0.0,324521115.4098911,3.119805529431114,2173438.973762049,0.007352989944684865,0.021340398696900027
252,2019-02-22,103405239.27763678,31.573816479219797,0.0,0.0,0.0,84.22984799006008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4058.554835439648,4058.554835439648,0.0,0.0,0.0,0.0,0.0,0.0,109.8758073017036,109.8758073017036,0.0,0.0,805.1025273770566,805.1025273770566,407.72972788039067,407.72972788039067,0.0,0.0,3779.604836810163,3779.604836810163,0.0,0.0,0.0,0.0,1198.393762448287,1198.393762448287,0.0,0.0,0.0,0.0,502.5034235148642,502.5034235148642,408.5343715624416,408.5343715624416,0.0,0.0,561.4013856392359,561.4013856392359,0.0,0.0,313.19028903708914,313.19028903708914,0.0,0.0,0.0,0.0,0.0,0.0067449913598322435,0.0,0.0,0.0,0.0,0.0,0.12415687608002096,0.0,0.0,0.0,0.027590416906671328,0.0,0.06897604226667833,0.013795208453335666,0.0,0.20692812680003497,0.0,0.0,0.05518083381334267,0.0,0.0,0.082771250720014,0.09656645917334966,0.0,0.20692812680003497,0.0,0.11036166762668533,0.0,0.0,283414321.9519209,2.7408120123485302,-614422.3161634057,-0.0018933197121307945,-0.005906789306886578
253,2019-02-25,106182241.92054336,31.776669197157414,0.0,0.0,0.0,84.22984799006008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.67271024609567,47.67271024609567,4972.605059503656,4972.605059503656,0.0,0.0,0.0,0.0,767.3402138626167,767.3402138626167,165.0978448720694,165.0978448720694,0.0,0.0,812.5563573189925,812.5563573189925,418.2248743452501,418.2248743452501,0.0,0.0,4115.635698587962,4115.635698587962,0.0,0.0,0.0,0.0,1566.1054239739778,1566.1054239739778,0.0,0.0,0.0,0.0,507.84606994505754,507.84606994505754,488.28461572978625,488.28461572978625,0.0,0.0,622.5854834896242,622.5854834896242,0.0,0.0,317.9028515240571,317.9028515240571,0.0,0.0,0.0,0.0,0.0,0.005665240671828206,0.0,0.0,0.0,0.0,0.01212603365034356,0.13338637015377916,0.0,0.0,0.02425206730068712,0.03637810095103069,0.0,0.0606301682517178,0.01212603365034356,0.0,0.19401653840549696,0.0,0.0,0.060630168251717804,0.0,0.0,0.07275620190206138,0.09700826920274848,0.0,0.19401653840549696,0.0,0.09700826920274849,0.0,0.0,333212995.30934286,3.1381235626828037,2777002.642906578,0.009798385011541781,0.026855531341249506
254,2019-02-26,102816396.19960825,31.48725826304336,0.0,0.0,2459.8180166287675,2459.8180166287675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.34851064805906,47.67271024609567,4819.31965440003,4819.31965440003,0.0,0.0,0.0,0.0,749.6053377929612,767.3402138626167,160.52056997555647,160.52056997555647,0.0,0.0,784.8834860241723,784.8834860241723,402.7822764304946,402.7822764304946,0.0,0.0,3985.3307342225985,3985.3307342225985,274.08437200837716,274.08437200837716,607.5710479790008,607.5710479790008,0.0,367.71166152569094,0.0,0.0,0.0,0.0,572.0902603236376,572.0902603236376,468.50043813955864,468.50043813955864,0.0,0.0,601.4972980757016,601.4972980757016,0.0,0.0,316.5048496717774,316.5048496717774,0.0,0.0,0.0,0.0,0.0,0.13478306335543694,0.0,0.0,0.0,0.0,0.009242258755936933,0.09884091312732039,0.0,0.0,0.018396251902319496,0.026956612671087385,0.0,0.044927687785145644,0.008985537557029128,0.0,0.14376860091246604,0.14376860091246604,0.008985537557029128,0.010908970739627087,0.0,0.0,0.06289876289920389,0.07188430045623302,0.0,0.14376860091246604,0.0,0.07188430045623301,0.0,0.0,431453102.20987344,4.196345312203399,-3365845.720935104,-0.010101183718378473,-0.031698762637631384
255,2019-02-27,105345994.17424318,30.954131078903863,0.0,0.0,2591.021099471412,2591.021099471412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40039355447509,47.67271024609567,5358.594181848578,5358.594181848578,0.0,0.0,0.0,0.0,0.0,767.3402138626167,269.77498689326836,269.77498689326836,0.0,0.0,787.924847773756,787.924847773756,408.7663707690919,408.7663707690919,0.0,0.0,4226.124081408515,4226.124081408515,292.73481862211423,292.73481862211423,1234.7894032930876,1234.7894032930876,0.0,367.71166152569094,0.0,0.0,0.0,0.0,586.480901615721,586.480901615721,468.3359696357756,468.3359696357756,0.0,0.0,633.3093888288491,633.3093888288491,0.0,0.0,315.3475848198442,315.3475848198442,0.0,0.0,0.0,0.0,0.0,0.1341426348305257,0.0,0.0,0.0,0.0,0.008613804851697632,0.10077577150914123,0.0,0.0,0.017040907311597644,0.04191957338453928,0.0,0.04191957338453928,0.008383914676907855,0.0,0.14252654950743357,0.14252654950743357,0.016767829353815714,0.010026304606054344,0.0,0.0,0.05868740273835498,0.06707131741526284,0.0,0.14252654950743357,0.0,0.06707131741526286,0.0,0.0,465768624.12063074,4.421322592962058,2529597.974634929,0.00586297306670257,0.024603059544032118
256,2019-02-28,95314007.77557331,30.689216290396185,0.0,0.0,2324.2178670993176,2459.8180166287675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.74959748075003,41.74959748075003,4798.756554176891,4798.756554176891,0.0,0.0,0.0,0.0,0.0,0.0,403.1367005479677,403.1367005479677,0.0,0.0,732.6036825454956,732.6036825454956,372.2943210851985,372.2943210851985,0.0,0.0,0.0,240.79334718591645,270.7972371005965,274.08437200837716,1121.5355094460438,1121.5355094460438,0.0,0.0,0.0,0.0,0.0,0.0,538.2636280903466,538.2636280903466,445.0769273552386,445.0769273552386,0.0,0.0,585.0393230948262,585.0393230948262,0.0,0.0,293.1479718758689,293.1479718758689,0.0,0.0,0.0,0.0,0.0,0.1621411207766505,0.0,0.0,0.0,0.0,0.009575182171837098,0.11490218606204523,0.0,0.0,0.0,0.07886855610307542,0.0,0.04787591085918551,0.0095751821718371,0.0,0.010150194131016818,0.16475401650719426,0.019150364343674196,0.0,0.0,0.0,0.0670262752028597,0.0766014573746968,0.0,0.1627780969212307,0.0,0.0766014573746968,0.0,0.0,365827138.37263745,3.838125653408839,-10031986.398669872,-0.022185355784452347,-0.09808861476270064
257,2019-03-01,100032401.00485705,25.892178281871445,0.0,0.0,2152.845893675483,2152.845893675483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.30199837133263,36.30199837133263,4603.1759661287515,4603.1759661287515,0.0,0.0,0.0,0.0,0.0,0.0,357.13144863456876,357.13144863456876,0.0,0.0,630.0601145722669,630.0601145722669,328.39185742664324,328.39185742664324,0.0,0.0,0.0,240.79334718591645,251.78534051364483,251.78534051364483,982.5052415734967,982.5052415734967,0.0,0.0,0.0,0.0,0.0,0.0,529.8082586524453,529.8082586524453,426.30557957169344,426.30557957169344,0.0,0.0,543.2564881672898,543.2564881672898,0.0,0.0,259.01877832674404,259.01877832674404,0.0,0.0,0.0,0.0,0.0,0.15526276662499755,0.0,0.0,0.0,0.0,0.009133103919117503,0.11873035094852753,0.0,0.0,0.0,0.07534813295108461,0.0,0.04566551959558751,0.009133103919117501,0.0,0.011341475137165123,0.16439587054411506,0.018266207838235002,0.0,0.0,0.0,0.07306483135294002,0.0821979352720575,0.0,0.16439587054411503,0.0,0.07306483135294001,0.0,0.0,339602843.9347247,3.3949284484157825,4718393.22928373,0.01289787650608094,0.04950367069248842
258,2019-03-04,103827098.8428924,24.985309236580928,0.0,0.0,2291.9373981000635,2291.9373981000635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.30038764669854,35.30038764669854,4473.510337414977,4473.510337414977,0.0,0.0,274.47671491455014,274.47671491455014,0.0,0.0,356.6145739882758,356.6145739882758,0.0,0.0,502.2996576141123,502.2996576141123,322.75172817905843,322.75172817905843,0.0,0.0,0.0,0.0,0.0,0.0,1440.3351750024017,1440.3351750024017,0.0,0.0,0.0,0.0,0.0,0.0,525.5761279838189,525.5761279838189,416.9007372045169,416.9007372045169,0.0,0.0,533.4556446305124,533.4556446305124,0.0,0.0,288.79330446151494,288.79330446151494,0.0,0.0,0.0,0.0,0.0,0.192863939210695,0.0,0.0,0.0,0.0,0.010714663289483055,0.13929062276327972,0.0,0.011344461026494609,0.0,0.08862382265692882,0.0,0.04285865315793222,0.010714663289483055,0.0,0.0,0.0,0.03214398986844917,0.0,0.0,0.0,0.08571730631586445,0.0964319696053475,0.0,0.192863939210695,0.0,0.09643196960534751,0.0,0.0,289932804.33090836,2.792457918617419,3794697.838035341,0.011173928390134844,0.03793468737222955
259,2019-03-05,103372822.44056943,24.529746180010964,0.0,0.0,2392.584875865481,2392.584875865481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.34666631542076,68.34666631542076,4246.5912476691665,4246.5912476691665,0.0,0.0,268.8998287139448,274.47671491455014,0.0,0.0,410.79940623495787,410.79940623495787,0.0,0.0,621.0356274042837,621.0356274042837,314.8908432952359,314.8908432952359,61.701798030060935,61.701798030060935,0.0,0.0,0.0,0.0,1412.7746789786422,1412.7746789786422,0.0,0.0,0.0,0.0,0.0,0.0,512.104634209237,512.104634209237,417.3603267407638,417.3603267407638,0.0,0.0,550.8755233426265,550.8755233426265,0.0,0.0,284.0762884283134,284.0762884283134,0.0,0.0,0.0,0.0,0.0,0.19036031332578793,0.0,0.0,0.0,0.0,0.020037927718503996,0.13024653017027593,0.0,0.0107602601964732,0.0,0.09755195633009918,0.0,0.05009481929625999,0.010018963859251996,0.010018963859251996,0.0,0.0,0.03005689157775599,0.0,0.0,0.0,0.08015171087401597,0.09017067473326795,0.0,0.19036031332578793,0.0,0.09017067473326798,0.0,0.0,303079843.68823516,2.931910308074255,-454276.40232295875,-0.001566833528659324,-0.004375316694260002
260,2019-03-06,101380375.90482296,24.835345937641755,0.0,0.0,2442.7585109081933,2442.7585109081933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.86440075267015,67.86440075267015,4585.069685978711,4585.069685978711,0.0,0.0,268.1084703713024,274.47671491455014,0.0,0.0,433.6899891329596,433.6899891329596,0.0,0.0,636.1267639400527,636.1267639400527,312.0855830510983,312.0855830510983,59.174395684697245,61.701798030060935,0.0,0.0,0.0,0.0,2338.009839059728,2338.009839059728,0.0,0.0,0.0,0.0,0.0,0.0,844.756171464841,844.756171464841,456.4487769884399,456.4487769884399,0.0,0.0,545.1295288541744,545.1295288541744,0.0,0.0,284.07230760843294,284.07230760843294,0.0,0.0,0.0,0.0,0.0,0.17308649397069695,0.0,0.0,0.0,0.0,0.01821963094428389,0.12753741660998724,0.0,0.009839315417938874,0.0,0.0949407486041233,0.0,0.04554907736070973,0.009109815472141944,0.009498905529145707,0.0,0.0,0.045549077360709726,0.0,0.0,0.0,0.12049653078886872,0.09109815472141945,0.0,0.17308649397069698,0.0,0.08198833924927751,0.0,0.0,330974829.3748954,3.2646833908528636,-1992446.5357464629,-0.006573998831618452,-0.019274374939690246
261,2019-03-07,101094252.56330252,24.852552995973042,0.0,0.0,0.0,50.17363504271225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.56584338435117,102.56584338435117,4712.556050020718,4712.556050020718,0.0,0.0,266.3665662288424,266.3665662288424,0.0,0.0,290.6750320077487,290.6750320077487,0.0,0.0,630.347441898862,630.347441898862,622.8408168665937,622.8408168665937,59.53227448033205,61.701798030060935,0.0,0.0,0.0,0.0,2804.500892325525,2804.500892325525,0.0,0.0,0.0,0.0,0.0,0.0,944.524003270512,944.524003270512,454.48574376501705,454.48574376501705,0.0,0.0,628.0826830242788,628.0826830242788,0.0,0.0,286.1046846841161,286.1046846841161,0.0,0.0,0.0,0.0,0.0,0.004108004309240406,0.0,0.0,0.0,0.0,0.03138551142775598,0.14646571999619457,0.0,0.01070657181551011,0.0,0.0732328599980973,0.0,0.052309185712926635,0.020923674285170654,0.010843095917802555,0.0,0.0,0.06277102285551196,0.0,0.0,0.0,0.1560425358893939,0.10461837142585327,0.0,0.2324369120832747,0.0,0.09415653428326794,0.0,0.0,287587466.6126587,2.8447459605339986,-286123.3415204455,-0.0008644868314358682,-0.002822275800199698
262,2019-03-08,99952635.19853516,24.921337793901237,0.0,0.0,0.0,50.17363504271225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.70190455741015,103.70190455741015,4907.809606828121,4907.809606828121,0.0,0.0,265.3744081077076,265.3744081077076,0.0,0.0,288.82981885616516,288.82981885616516,0.0,0.0,623.867222237351,623.867222237351,624.5024001668005,624.5024001668005,59.51070044246577,59.51070044246577,0.0,0.0,0.0,0.0,2809.825095171427,2809.825095171427,0.0,0.0,0.0,0.0,0.0,0.0,933.0614707104564,933.0614707104564,453.05937789456823,453.05937789456823,0.0,0.0,655.4724469980974,655.4724469980974,0.0,0.0,0.0,2.0323770756831436,0.0,0.0,443.51678865928045,443.51678865928045,0.0,0.0043231177114754675,0.0,0.0,0.0,0.0,0.03210178167976738,0.16050890839883689,0.0,0.01095587229116327,0.0,0.07490415725279055,0.0,0.053502969466278964,0.021401187786511584,0.010700593893255792,0.0,0.0,0.06420356335953475,0.0,0.0,0.0,0.15827136283390875,0.10700593893255791,0.0,0.24794089318126225,0.0,0.0006766837463775064,0.0,0.053502969466278964,278764941.41849697,2.7889704044799646,-1141617.364767357,-0.00396963542708517,-0.011292604345993192
263,2019-03-11,99169336.48524852,24.95643438443521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.85675003133824,103.85675003133824,5023.969878603907,5023.969878603907,0.0,0.0,264.0605902904615,264.0605902904615,0.0,0.0,328.6976848666664,328.6976848666664,0.0,0.0,593.0343979222364,593.0343979222364,613.5352717670688,613.5352717670688,59.225378011804196,59.225378011804196,0.0,0.0,0.0,0.0,2777.0894456532,2777.0894456532,0.0,0.0,0.0,0.0,0.0,0.0,1037.111012009607,1037.111012009607,457.64429444875344,457.64429444875344,0.0,0.0,649.8348655400022,649.8348655400022,0.0,0.0,0.0,2.0323770756831436,0.0,0.0,516.8764856361566,516.8764856361566,0.0,0.0,0.0,0.0,0.0,0.0,0.031011457188678013,0.1550572859433901,0.0,0.01055278591301538,0.0,0.08269721916980806,0.0,0.05168576198113003,0.020674304792452015,0.010337152396226006,0.0,0.0,0.06202291437735603,0.0,0.0,0.0,0.17050248547337613,0.10337152396226004,0.0,0.239403375753819,0.0,0.0006608186711331198,0.0,0.06202291437735604,286707768.66256356,2.8910929408629396,-783298.7132866313,-0.002809889625053956,-0.007836699004130787
264,2019-03-12,103839370.52067456,26.430536199061176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.24951284609628,113.24951284609628,5515.56869936739,5515.56869936739,0.0,0.0,292.75291484736334,292.75291484736334,0.0,0.0,369.0366175087822,369.0366175087822,0.0,0.0,632.3862464872698,632.3862464872698,646.5964228378928,646.5964228378928,63.98249439118432,63.98249439118432,0.0,0.0,0.0,0.0,3567.9460568895183,3567.9460568895183,0.0,0.0,0.0,0.0,0.0,0.0,1052.8168702288783,1052.8168702288783,494.85383184469623,494.85383184469623,0.0,0.0,718.9333251851447,718.9333251851447,0.0,0.0,0.0,0.0,0.0,0.0,554.4433013469313,554.4433013469313,0.0,0.0,0.0,0.0,0.0,0.0,0.03098679703895323,0.15493398519476612,0.0,0.010557307602073494,0.0,0.08263145877054193,0.0,0.051644661731588715,0.020657864692635485,0.010328932346317743,0.0,0.0,0.07230252642422419,0.0,0.0,0.0,0.16143786810337793,0.10328932346317743,0.0,0.23925568055443713,0.0,0.0,0.0,0.06197359407790645,318194760.1939932,3.0642978534874707,4670034.03542603,0.016288481076934563,0.047091512658905085
265,2019-03-13,105998692.72880505,26.00339527174392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.07208112640157,114.07208112640157,5430.660741455172,5430.660741455172,0.0,0.0,298.37898483995,298.37898483995,0.0,0.0,368.54054294838744,368.54054294838744,0.0,0.0,877.2419508969109,877.2419508969109,963.8098297404423,963.8098297404423,128.9308730953566,128.9308730953566,0.0,0.0,0.0,0.0,4011.6028422821946,4011.6028422821946,0.0,0.0,0.0,0.0,0.0,0.0,1053.521462904472,1053.521462904472,487.992706627225,487.992706627225,0.0,0.0,722.8230021392504,722.8230021392504,0.0,0.0,0.0,0.0,0.0,0.0,630.7260103570682,630.7260103570682,0.0,0.0,0.0,0.0,0.0,0.0,0.02928005983052813,0.1464002991526407,0.0,0.010273560292422589,0.0,0.07808015954807503,0.0,0.06600343590130929,0.029280059830528133,0.019520039887018757,0.0,0.0,0.07808015954807503,0.0,0.0,0.0,0.15293302605624606,0.09760019943509378,0.0,0.22422886091349686,0.0,0.0,0.0,0.06832013960456565,338189638.6916384,3.19050763726764,2159322.208130492,0.006786165232203125,0.02079483155445134
266,2019-03-14,109273019.64954448,26.04649445258126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.13223336497379,156.13223336497379,5553.250678229889,5553.250678229889,0.0,0.0,344.7123711548458,344.7123711548458,0.0,0.0,381.4116644184282,381.4116644184282,0.0,0.0,909.2403677916463,909.2403677916463,1638.5918929743161,1638.5918929743161,134.00119951922392,134.00119951922392,0.0,0.0,0.0,0.0,4121.349392630627,4121.349392630627,0.0,0.0,0.0,0.0,0.0,0.0,1029.1259436559985,1029.1259436559985,501.23459102776724,501.23459102776724,3865.4740977786437,3865.4740977786437,739.0109563657649,739.0109563657649,0.0,0.0,0.0,0.0,0.0,0.0,738.4671326105002,738.4671326105002,0.0,0.0,0.0,0.0,0.0,0.0,0.03534095794427066,0.13252859229101493,0.0,0.010359646559391004,0.0,0.07068191588854131,0.0,0.06026782476845137,0.044176197430338314,0.017670478972135327,0.0,0.0,0.0706819158885413,0.0,0.0,0.0,0.1343819396248222,0.08835239486067664,0.06184667640247365,0.20302954348080185,0.0,0.0,0.0,0.07068191588854131,385766344.18702835,3.5302981964280007,3274326.9207394333,0.009681925782998379,0.030890258154114805
267,2019-03-15,111170611.4903886,25.789274075848226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.20370379726492,158.20370379726492,5778.706121073901,5778.706121073901,0.0,0.0,307.12185747059675,307.12185747059675,0.0,0.0,394.4188984341565,394.4188984341565,0.0,0.0,895.0503801605604,895.0503801605604,1642.046715071227,1642.046715071227,161.97895565418224,161.97895565418224,0.0,0.0,0.0,0.0,4158.548683766448,4158.548683766448,0.0,0.0,0.0,0.0,0.0,0.0,1030.350570504524,1030.350570504524,511.3968944953577,511.3968944953577,3893.7642585914523,3893.7642585914523,680.2932261542423,680.2932261542423,0.0,0.0,0.0,0.0,0.0,0.0,755.773683651321,755.773683651321,0.0,0.0,0.0,0.0,0.0,0.0,0.035456929976321716,0.15069195239936728,0.0,0.00857470716370949,0.0,0.07091385995264343,0.0,0.05755219890432699,0.04432116247040214,0.021620731039795324,0.0,0.0,0.07091385995264343,0.0,0.0,0.0,0.13219990341309049,0.08864232494080428,0.062049627458563,0.186148882375689,0.0,0.0,0.0,0.07091385995264342,387318650.3130013,3.4840021577688938,1897591.8408441308,0.004919018735022181,0.01736560296844435
268,2019-03-18,116284953.31791256,25.783909509089106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.4440071768414,242.4440071768414,6233.2970777530545,6233.2970777530545,0.0,0.0,353.9174423077103,353.9174423077103,0.0,0.0,411.05248413181926,411.05248413181926,2868.1442811198367,2868.1442811198367,945.3249586228703,945.3249586228703,1717.2308713233365,1717.2308713233365,179.32680575722387,179.32680575722387,0.0,0.0,0.0,0.0,4393.636603122286,4393.636603122286,0.0,0.0,0.0,0.0,0.0,0.0,1064.9709728711516,1064.9709728711516,529.1407596106742,529.1407596106742,4051.4815850666955,4051.4815850666955,696.1923450664597,696.1923450664597,0.0,0.0,0.0,0.0,0.0,0.0,779.9784714124062,779.9784714124062,0.0,0.0,0.0,0.0,0.0,0.0,0.04372274088194312,0.13116822264582936,0.0,0.007755344658751305,0.0,0.058296987842590825,0.15302959308680092,0.047223944530152676,0.03643561740161927,0.018846218908724018,0.0,0.0,0.058296987842590825,0.0,0.0,0.0,0.11001666210610042,0.07287123480323852,0.05100986436226697,0.15302959308680092,0.0,0.0,0.0,0.058296987842590825,492715924.09686255,4.237142554031231,5114341.827523962,0.013204481219658615,0.04600444106150945
269,2019-03-19,110235990.12389629,25.16839280542066,0.0,0.0,0.0,0.0,2403.4739496595016,2403.4739496595016,0.0,0.0,193.5638334958255,193.5638334958255,0.0,0.0,225.42965297668744,225.42965297668744,6082.606606351426,6082.606606351426,0.0,0.0,330.54185953737624,330.54185953737624,0.0,0.0,379.4935065469772,379.4935065469772,2657.019516258572,2868.1442811198367,0.0,50.27457846230993,1622.6129758630361,1622.6129758630361,165.95011926977074,165.95011926977074,0.0,0.0,0.0,0.0,4107.861019772059,4107.861019772059,0.0,0.0,0.0,0.0,0.0,0.0,975.0781651936574,975.0781651936574,491.2037289044664,491.2037289044664,4350.538282803807,4350.538282803807,645.8196779589719,645.8196779589719,0.0,0.0,0.0,0.0,0.0,0.0,727.497426796732,727.497426796732,0.0,0.0,0.12949751812917373,0.0,0.0064748759064586865,0.0,0.038849255438752124,0.11654776631625637,0.0,0.006965873286861178,0.0,0.0517990072516695,0.1467766578141761,0.002378972573539782,0.03237437953229343,0.016639370482796376,0.0,0.0,0.05179900725166949,0.0,0.0,0.0,0.09557814841279497,0.06474875906458687,0.0517990072516695,0.13597239403563244,0.0,0.0,0.0,0.05179900725166949,513130556.41120356,4.654836917004025,-6048963.194016283,-0.012276776407244063,-0.05201845174146047
270,2019-03-20,106588769.4320818,24.35024614692935,0.0,0.0,0.0,0.0,0.0,2403.4739496595016,0.0,0.0,181.86296690714843,193.5638334958255,0.0,0.0,249.1627981635989,249.1627981635989,5846.836913533512,5846.836913533512,0.0,0.0,330.6787969666741,330.6787969666741,0.0,0.0,363.36290537114195,363.36290537114195,2502.4481689997338,2868.1442811198367,0.0,50.27457846230993,1528.6923411860478,1528.6923411860478,159.28961745296425,159.28961745296425,0.0,0.0,0.0,0.0,3889.944323387392,3889.944323387392,0.0,0.0,0.0,0.0,0.0,0.0,927.072909773849,927.072909773849,468.48371715240427,468.48371715240427,4112.0293926468175,4112.0293926468175,608.1743361132787,608.1743361132787,0.0,0.0,0.0,0.0,0.0,0.0,709.7418651431501,709.7418651431501,0.0,0.0,0.13231024258077748,0.0,0.006678104483967001,0.0,0.04392090769154217,0.11921389230561451,0.0,0.007309256396709018,0.0,0.050195323076048196,0.15101791331099773,0.0024600902907513465,0.031372076922530134,0.01643789719429913,0.0,0.0,0.050195323076048196,0.0,0.0,0.0,0.09399144959893185,0.06274415384506025,0.0501953230760482,0.13176272307462653,0.0,0.0,0.0,0.050195323076048196,495361184.4769643,4.64740504197872,-3647220.691814487,-0.00710778309102516,-0.0330855711301609
271,2019-03-21,102550263.03724839,24.06518714610798,0.0,0.0,0.0,0.0,0.0,2403.4739496595016,0.0,0.0,179.96624378260475,193.5638334958255,0.0,0.0,244.57390551906562,244.57390551906562,5290.260080540301,5290.260080540301,0.0,0.0,315.67019634927067,315.67019634927067,0.0,0.0,345.50298786934536,345.50298786934536,2395.6904671679363,2395.6904671679363,0.0,0.0,1788.6648327118887,1788.6648327118887,145.981501517595,145.981501517595,0.0,0.0,0.0,0.0,3868.103346795103,3868.103346795103,0.0,0.0,0.0,0.0,0.0,0.0,880.9410274613141,880.9410274613141,465.6590576018134,465.6590576018134,3992.6655557902513,3992.6655557902513,594.0977583402782,594.0977583402782,0.0,0.0,0.0,0.0,0.0,0.0,707.1325815280419,707.1325815280419,0.0,0.0,0.13531154925281366,0.0,0.006807489906990522,0.0,0.04430491255603538,0.12658546444581537,0.0,0.007333600411658933,0.0,0.05063418577832616,0.13291473766810616,0.0,0.037975639333744614,0.015411956605979204,0.0,0.0,0.05063418577832616,0.0,0.0,0.0,0.09461043681453771,0.06329273222290768,0.05063418577832616,0.13291473766810613,0.0,0.0,0.0,0.05063418577832616,466930899.14864814,4.553190653241417,-4038506.3948334195,-0.008152650057738964,-0.03788866698382416
