,date,capital,strat scalar,ACB units,ACB units_adj,BCM units,BCM units_adj,BID units,BID units_adj,BVH units,BVH units_adj,CTG units,CTG units_adj,FPT units,FPT units_adj,GAS units,GAS units_adj,GVR units,GVR units_adj,HDB units,HDB units_adj,HPG units,HPG units_adj,MBB units,MBB units_adj,MSN units,MSN units_adj,MWG units,MWG units_adj,NVL units,NVL units_adj,PDR units,PDR units_adj,PLX units,PLX units_adj,POW units,POW units_adj,SAB units,SAB units_adj,SSI units,SSI units_adj,STB units,STB units_adj,TCB units,TCB units_adj,TPB units,TPB units_adj,VCB units,VCB units_adj,VHM units,VHM units_adj,VIB units,VIB units_adj,VIC units,VIC units_adj,VJC units,VJC units_adj,VNM units,VNM units_adj,VPB units,VPB units_adj,VRE units,VRE units_adj,ACB w,BCM w,BID w,BVH w,CTG w,FPT w,GAS w,GVR w,HDB w,HPG w,MBB w,MSN w,MWG w,NVL w,PDR w,PLX w,POW w,SAB w,SSI w,STB w,TCB w,TPB w,VCB w,VHM w,VIB w,VIC w,VJC w,VNM w,VPB w,VRE w,nominal,leverage,daily pnl,nominal ret,capital ret
21,2018-03-21,99975368.45376761,2.0,15.180025552820359,15.180025552820359,0.0,0.0,0.0,0.0,0.0,0.0,8.901675169341079,8.901675169341079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.377408727707543,29.377408727707543,0.0,0.0,0.0,0.0,0.0,0.0,16.842432989543507,16.842432989543507,0.0,0.0,0.254504737368438,0.0,0.0,0.0,0.254504737368438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254504737368438,0.0,0.0,0.0,0.23648578789468605,0.0,940822.2383024269,0.009410540344619972,-7301.249885760413,-0.010609403513964978,-7.302515604701491e-05
22,2018-03-22,99968308.20275709,2.0,15.469614353344294,15.469614353344294,0.0,0.0,0.0,0.0,0.0,0.0,9.00049956778553,9.00049956778553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15888768978295,16.15888768978295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.449141470002857,29.449141470002857,0.0,0.0,0.0,0.0,0.0,0.0,16.90983702823338,16.90983702823338,0.0,0.0,0.20458169239661783,0.0,0.0,0.0,0.20458169239661783,0.0,0.0,0.0,0.0,0.0,0.19479607272410776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20458169239661783,0.0,0.0,0.0,0.19145885008603866,0.0,1170323.7194503143,0.011706947336516366,-7060.251010528842,-0.007504341273870653,-7.061990631755662e-05
23,2018-03-23,99944395.43170333,2.0,0.0,0.2895888005239353,0.0,0.0,0.0,0.0,0.0,0.0,9.217190525752265,9.217190525752265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15888768978295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.04603758573303,30.04603758573303,0.0,0.0,0.0,0.0,0.0,0.0,16.815408366136893,16.815408366136893,0.0,0.0,0.004739142915777372,0.0,0.0,0.0,0.25860306021037094,0.0,0.0,0.0,0.0,0.0,0.2428716588893655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2586030602103709,0.0,0.0,0.0,0.2351830777741152,0.0,925625.3009830652,0.009261402772860717,-23912.77105376505,-0.0204326127240693,-0.0002392035211081135
24,2018-03-26,99957360.07542743,2.0,0.0,0.2895888005239353,0.0,0.0,0.0,0.0,0.0,0.0,8.999513869246963,8.999513869246963,0.0,0.0,1.8050615500646265,1.8050615500646265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15888768978295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.669556189161295,29.669556189161295,2.8509285966925124,2.8509285966925124,0.0,0.0,0.0,0.0,17.63250033039348,17.63250033039348,0.0,0.0,0.0032692588854585053,0.0,0.0,0.0,0.17351466667463702,0.0,0.14486623812813992,0.0,0.0,0.0,0.1643151890478782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17351466667463702,0.17351466667463702,0.0,0.0,0.16700531391461232,0.0,1379713.83459083,0.013803023944907141,12964.643724099455,0.014006362718284055,0.0001297185665168089
25,2018-03-27,99955952.3411492,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999387125962109,8.999387125962109,0.0,0.0,1.860570542440066,1.860570542440066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.371703371627177,29.371703371627177,2.871071727107361,2.871071727107361,0.0,0.0,0.0,0.0,17.629127285636166,17.629127285636166,0.0,0.0,0.0,0.0,0.0,0.0,0.20775846902253214,0.0,0.17492997026011323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20775846902253212,0.20775846902253212,0.0,0.0,0.20179462267229034,0.0,1152286.189246539,0.011527939680008167,-1407.7342782297414,-0.0010203088462450009,-1.4083347435920326e-05
26,2018-03-28,99950635.92509958,2.0,0.0,0.0,0.0,0.0,7.113436636373549,7.113436636373549,0.0,0.0,0.0,0.0,0.0,0.0,1.8999018336012397,1.8999018336012397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.97106476588668,29.97106476588668,2.833308728865079,2.8509285966925124,0.0,0.0,0.0,0.0,18.149173856467087,18.149173856467087,0.0,0.0,0.0,0.0,0.20544819697710803,0.0,0.0,0.0,0.17692956449911112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20544819697710803,0.20672584456956475,0.0,0.0,0.20544819697710803,0.0,1165181.710598483,0.011657571758439235,-5316.416049613152,-0.004613798391737097,-5.318758955566395e-05
27,2018-03-29,99960047.58613297,2.0,0.0,0.0,0.0,0.0,7.203032790314232,7.203032790314232,0.0,0.0,0.0,0.0,0.0,0.0,2.097286713783524,2.097286713783524,22.508186613540605,22.508186613540605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.654742765801156,28.654742765801156,2.8212556284048023,2.8212556284048023,1.332823765601661,1.332823765601661,0.0,0.0,18.067366506733713,18.067366506733713,0.0,0.0,0.0,0.0,0.1439506124486281,0.0,0.0,0.0,0.13629632530823116,0.1439506124486281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14395061244862814,0.14395061244862817,0.14395061244862817,0.0,0.14395061244862814,0.0,1663119.1677758163,0.016637838896012426,9411.661033395403,0.008077419104720674,9.416309283626926e-05
28,2018-03-30,99975327.84460191,2.0,0.0,0.0,0.0,0.0,0.0,0.08959615394068354,0.0,0.0,0.0,0.0,0.0,0.0,2.0567316665663307,2.0567316665663307,21.77954185670647,22.508186613540605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.942176101590707,28.942176101590707,2.7687200769944087,2.7687200769944087,1.3217155261885136,1.332823765601661,0.0,0.0,18.266238270540185,18.266238270540185,0.0,0.0,0.0,0.0,0.0020382570862603356,0.0,0.0,0.0,0.16022977810040057,0.17171414922368702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16615534448058059,0.16615534448058059,0.1675517821479104,0.0,0.16615534448058059,0.0,1441082.8622938325,0.014414384962395926,15280.258468945172,0.009187711185096396,0.00015286365852072524
29,2018-04-02,100023955.75948365,2.0,0.0,0.0,0.0,0.0,0.0,0.08959615394068354,0.0,0.0,0.0,0.0,0.0,0.0,1.9454713647424375,1.9454713647424375,20.776640737326016,22.508186613540605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.099957043131656,29.099957043131656,2.6394457449383792,2.6394457449383792,1.2980098528704624,1.332823765601661,0.0,0.0,17.33449162489838,17.33449162489838,0.0,0.0,0.0,0.0,0.0020954000366864957,0.0,0.0,0.0,0.1556461567103076,0.17855658999225651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1648203022858967,0.1648203022858967,0.16924094640305934,0.0,0.1648203022858967,0.0,1453462.232873822,0.01453114128348212,48627.914881741934,0.0337440102006865,0.00048639915320771023
30,2018-04-03,100003774.71193099,2.0,0.0,0.0,0.0,0.0,5.2927347168934515,5.2927347168934515,0.0,0.0,0.0,0.0,0.0,0.0,1.9395383494784229,1.9395383494784229,21.26703091202301,21.26703091202301,0.0,0.0,0.0,0.0,0.0,0.0,2.836408214723769,2.836408214723769,0.0,0.0,7.500834396595132,7.500834396595132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75867148910788,29.75867148910788,2.6540173685978514,2.6540173685978514,1.3156280466767276,1.3156280466767276,0.0,0.0,17.254869755348615,17.254869755348615,0.0,0.0,0.0,0.0,0.08603455299584528,0.0,0.0,0.0,0.10516146247721182,0.1142810560903186,0.0,0.0,0.0,0.12311764798503112,0.0,0.11428105609031862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11428105609031862,0.11428105609031863,0.11428105609031863,0.0,0.11428105609031862,0.0,2095813.2399330812,0.020957341320067584,-20181.047552654796,-0.013884810344935215,-0.00020176214081660772
31,2018-04-04,99984588.32359473,2.0,0.0,0.0,0.0,0.0,5.333864163903932,5.333864163903932,0.0,0.0,0.0,0.0,0.0,0.0,1.9395703262287285,1.9395703262287285,22.326098225446298,22.326098225446298,0.0,0.0,0.0,0.0,0.0,0.0,2.894374977465991,2.894374977465991,0.0,0.0,7.4799163628390914,7.500834396595132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.82866937301825,29.82866937301825,2.545286667745407,2.545286667745407,1.3391833384939038,1.3391833384939038,0.0,0.0,17.302224666366705,17.302224666366705,0.0,0.0,0.0,0.0,0.08637772853613968,0.0,0.0,0.0,0.1030910740870495,0.11459257821871786,0.0,0.0,0.0,0.12265526306154205,0.0,0.1149130432216796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11459257821871785,0.11459257821871785,0.11459257821871785,0.0,0.11459257821871784,0.0,2089714.7287372444,0.020900368384515373,-19186.388336255077,-0.009154627119075236,-0.0001918566451924067
